MatchingSection,ColumnA,ColumnF,ColumnJ,ColumnSemicolon,Translation,CorrectAnswer,Training,TrainingFull,imagename,Counterbalance,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,repeatTrainingloop.thisRepN,repeatTrainingloop.thisTrialN,repeatTrainingloop.thisN,repeatTrainingloop.thisIndex,learningLoop.thisRepN,learningLoop.thisTrialN,learningLoop.thisN,learningLoop.thisIndex,repeatloop.thisRepN,repeatloop.thisTrialN,repeatloop.thisN,repeatloop.thisIndex,loop1.thisRepN,loop1.thisTrialN,loop1.thisN,loop1.thisIndex,ContinueSpace.keys,ContinueSpace.rt,key_resp_3.keys,key_resp_3.rt,keyresponse4.keys,keyresponse4.corr,keyresponse4.rt,ContinueSpace2.keys,ContinueSpace2.rt,keyresponse.keys,keyresponse.corr,keyresponse.rt,key_resp_5.keys,key_resp_5.rt,participant,session,group,date,expName,frameRate,
el horno?,horno,rendirse,cartera,rellenar,oven,a,None,el horno,horno,1,1,0,1,0,,,,,,,,,0,0,0,0,0,9,9,1,,,,,,,,,,a,1,1.7616953029646538,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
adivinar?,pantalla,fallar,adivinar,horno,to guess,j,None,adivinar,adivinar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,10,10,11,,,,,,,,,,j,1,3.4660291689797305,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el lavaplatos?,lavaplatos,pastel,montar,mecánico,dishwasher,a,None,el lavaplatos,lavaplatos,1,1,0,1,0,,,,,,,,,0,0,0,0,0,11,11,3,,,,,,,,,,a,1,1.389275613008067,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
la pantalla?,cartera,pantalla,horno,fallar,screen,f,None,la pantalla,pantalla,1,1,0,1,0,,,,,,,,,0,0,0,0,0,12,12,6,,,,,,,,,,f,1,1.2431412220466882,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
brillar?,banda,brillar,pastel,enfriar,shine,f,None,brillar,brillar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,13,13,9,,,,,,,,,,f,1,1.2875035330071114,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el pastel?,pastel,sonar,banda,aparcar,cake,a,None,el pastel,pastel,1,1,0,1,0,,,,,,,,,0,0,0,0,0,14,14,4,,,,,,,,,,a,1,1.4256219170056283,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el cocinero?,cocinero,enfriar,colocar,pantalla,cook,a,None,el cocinero,cocinero,1,1,0,1,0,,,,,,,,,0,0,0,0,0,15,15,2,,,,,,,,,,a,1,1.6250575699959882,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
el buzón?,buzón,adivinar,terminar,resonar,mailbox,a,None,el buzón,buzón,1,1,0,1,0,,,,,,,,,0,0,0,0,0,16,16,0,,,,,,,,,,a,1,1.7941158799803816,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
montar?,sonar,cocinero,brillar,montar,to assemble,semicolon,None,montar,montar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,17,17,19,,,,,,,,,,semicolon,1,1.9569090050063096,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
colocar?,enfriar,horno,aparcar,colocar,"to place, to hang",semicolon,None,colocar,colocar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,semicolon,1,2.0604204469709657,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
fallar?,rellenar,resonar,fallar,buzón,to break down,j,None,fallar,fallar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,19,19,10,,,,,,,,,,j,1,1.8552857249742374,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
enfriar?,aparcar,cartera,enfriar,lavaplatos,"to chill, to cool down",j,None,enfriar,enfriar,1,1,0,1,0,,,,,,,,,0,0,0,0,0,20,20,13,,,,,,,,,,j,1,1.2094454790349118,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
,,,,,,,,,,,1,0,1,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,6,001,1,2018_Oct_02_0934,VocabTraining,59.773252898955604,
